[1898.0077,0]
[1898.6837,3]
[1904.0009,0]
[1918.1198,0]
[1940.9812,2]
[1994.7749,3]
[2004.3507,0]
[2004.3507,2]
[2004.3507,2]
[2004.3507,0]
[2004.3507,1]
[2004.3507,2]
[2009.773,2]
[2030.7837,0]
[2034.993,2]
[2050.6235,1]
[2052.949,3]
[2063.388,2]
[2064.4587,0]
[2064.698,1]
[2086.6108,4]
[2089.3372,1]
[2108.4937,0]
[2111.9934,2]
[2113.857,4]
[2114.7385,0]
[2117.9893,0]
[2119.8943,0]
[2121.313,2]
[2121.647,1]
[2124.1738,4]
[2127.9236,2]
[2128.6213,1]
[2129.063,0]
[2130.3545,0]
[2132.7717,2]
[2141.7507,3]
[2141.9792,0]
[2142.8923,2]
[2144.9216,2]
[2147.657,3]
[2150.1785,0]
[2150.906,2]
[2152.0813,3]
[2154.074,2]
[2155.21,2]
[2159.2515,3]
[2160.9204,2]
[2161.6855,0]
[2162.4172,4]
[2163.87,3]
[2167.3303,3]
[2168.5234,0]
[2174.112,2]
[2175.6248,0]
[2175.74,1]
[2178.5203,0]
[2179.425,1]
[2180.084,3]
[2188.655,0]
[2189.6426,4]
[2191.1333,3]
[2194.6682,2]
[2195.2954,1]
[2195.9111,0]
[2199.5166,3]
[2199.618,4]
[2199.7395,4]
[2202.3352,2]
[2203.4397,2]
[2203.5884,2]
[2213.188,0]
[2215.9128,2]
[2215.9128,1]
[2217.6643,3]
[2219.9958,4]
[2220.1875,4]
[2221.3643,3]
[2222.865,4]
[2224.0896,4]
[2224.556,0]
[2224.768,4]
[2226.5898,2]
[2227.0728,4]
[2227.0728,0]
[2227.0728,0]
[2227.0728,2]
[2227.0728,1]
[2227.0728,3]
[2228.5251,0]
[2229.3618,0]
[2230.2751,0]
[2230.7556,3]
[2231.7866,3]
[2236.0857,0]
[2237.3477,2]
[2239.6472,2]
[2241.1086,0]
[2241.4631,0]
[2242.0908,2]
[2242.226,0]
[2242.2444,0]
[2242.5745,0]
[2243.4739,0]
[2243.4739,0]
[2248.4497,1]
[2248.4497,4]
[2248.4497,2]
[2248.4497,0]
[2248.4497,3]
[2248.4497,0]
[2249.8748,2]
[2252.4167,2]
[2254.402,1]
[2254.9316,3]
[2255.313,3]
[2258.794,3]
[2263.2847,2]
[2265.3186,0]
[2267.604,0]
[2269.841,0]
[2272.3074,0]
[2272.3354,3]
[2272.4473,3]
[2273.6206,1]
[2274.647,2]
[2274.6694,2]
[2274.7754,1]
[2275.364,1]
[2275.4016,2]
[2276.3928,2]
[2279.6968,2]
[2279.747,3]
[2280.387,3]
[2287.597,0]
[2287.9172,2]
[2288.7634,0]
[2289.6187,2]
[2290.6812,0]
[2292.792,0]
[2294.3037,0]
[2294.479,3]
[2298.3792,2]
[2300.3347,0]
[2300.6917,1]
[2300.6917,2]
[2300.6917,0]
[2300.6917,2]
[2300.6917,2]
[2300.6917,3]
[2302.8188,0]
[2305.0562,2]
[2305.2383,1]
[2306.4277,1]
[2308.4722,3]
[2308.648,3]
[2308.6926,0]
[2309.5964,0]
[2309.8767,0]
[2310.883,1]
[2311.1184,0]
[2311.2112,1]
[2311.382,2]
[2312.3286,0]
[2315.095,2]
[2316.7961,2]
[2317.282,2]
[2319.7358,2]
[2319.8186,0]
[2320.5168,0]
[2320.7505,3]
[2321.0525,2]
[2321.8838,1]
[2322.5725,1]
[2325.2595,2]
[2326.8647,0]
[2329.459,4]
[2331.3252,2]
[2332.0952,0]
[2333.6094,1]
[2335.8782,2]
[2336.1772,2]
[2336.2866,0]
[2337.3518,2]
[2337.3567,2]
[2342.014,3]
[2344.2332,0]
[2345.0845,0]
[2345.1296,2]
[2345.2622,3]
[2346.6753,4]
[2347.048,0]
[2347.5918,3]
[2348.0288,2]
[2349.9573,2]
[2351.8787,1]
[2352.368,3]
[2353.1792,2]
[2354.3223,3]
[2354.4958,2]
[2355.2815,2]
[2356.075,2]
[2356.7024,3]
[2357.5032,3]
[2357.747,0]
[2357.8015,0]
[2359.4236,3]
[2359.4236,3]
[2359.4236,2]
[2359.4236,4]
[2359.4236,4]
[2359.4236,0]
[2360.6018,2]
[2361.7422,3]
[2361.8838,0]
[2363.296,0]
[2364.4316,2]
[2365.3486,1]
[2369.1116,3]
[2369.3694,3]
[2369.439,0]
[2370.619,3]
[2372.1555,4]
[2372.2893,2]
[2373.7952,2]
[2374.1475,3]
[2374.7988,2]
[2374.809,0]
[2375.0017,1]
[2376.5334,0]
[2378.0906,2]
[2378.6672,0]
[2379.1958,3]
[2379.6143,3]
[2379.7412,4]
[2379.826,3]
[2381.7908,0]
[2382.6729,3]
[2382.706,1]
[2383.732,0]
[2386.2012,2]
[2387.606,2]
[2387.8584,0]
[2388.354,3]
[2388.9492,2]
[2389.31,3]
[2389.7742,4]
[2389.981,0]
[2392.108,0]
[2392.131,0]
[2393.0364,3]
[2393.117,0]
[2393.8135,3]
[2393.9153,0]
[2393.9153,0]
[2393.9153,0]
[2393.9153,1]
[2393.9153,2]
[2393.9153,2]
[2395.57,0]
[2395.57,2]
[2395.57,2]
[2395.57,2]
[2395.57,0]
[2395.57,3]
[2395.9685,3]
[2396.1924,1]
[2396.2192,0]
[2396.2192,4]
[2396.2192,0]
[2396.2192,0]
[2396.2192,0]
[2396.2192,3]
[2396.6724,4]
[2397.0361,0]
[2397.0361,0]
[2397.0361,3]
[2397.0361,3]
[2397.0361,0]
[2397.0361,0]
[2397.5366,2]
[2398.3333,2]
[2398.3542,2]
[2398.74,3]
[2399.0454,2]
[2399.1782,3]
[2402.172,3]
[2402.3333,1]
[2402.816,4]
[2403.5396,2]
[2404.3809,0]
[2404.4595,0]
[2404.6338,3]
[2404.918,2]
[2405.619,0]
[2409.0032,0]
[2409.3684,0]
[2409.7007,0]
[2409.761,3]
[2410.1052,3]
[2410.3557,1]
[2410.4985,0]
[2411.2566,3]
[2413.1396,0]
[2413.8884,2]
[2413.9307,0]
[2414.0725,0]
[2414.6384,1]
[2414.7708,3]
[2415.0637,3]
[2415.4155,2]
[2415.835,0]
[2416.4795,3]
