[2763.5193,1]
[6979.536,8]
[12887.432,2]
[7645.862,7]
[2813.6926,1]
[8256.298,2]
[5380.8984,9]
[7216.1,4]
[24127.504,2]
[7388.178,8]
[4738.992,3]
[8197.197,3]
[8798.797,3]
[8819.019,8]
[5384.4316,8]
[7463.139,2]
[2566.868,1]
[3945.2417,1]
[5710.333,7]
[8162.617,3]
[2872.0513,1]
[3041.7915,1]
[24127.504,2]
[2450.191,1]
[2392.108,1]
[5802.066,3]
[3946.372,1]
[5346.9165,1]
[12902.561,2]
[3235.3604,1]
[2454.5835,1]
[18975.457,6]
[4715.3213,3]
[5018.8853,6]
[4932.9165,8]
[5744.23,6]
[13891.735,2]
[7380.9766,8]
[3090.0342,1]
[2521.633,1]
[2652.0618,1]
[2771.045,1]
[3939.0063,1]
[12231.88,2]
[2443.6653,1]
[12819.103,3]
[4468.5107,5]
[5514.344,4]
[3343.8752,1]
[2294.479,1]
[36707.426,2]
[33473.348,2]
[7983.4316,2]
[4854.7456,3]
[4293.9976,1]
[7164.3955,3]
[7619.5156,2]
[3958.003,1]
[4499.493,1]
[4059.5674,1]
[4458.1133,3]
[8110.333,6]
[3339.765,1]
[24261.018,2]
[6613.9736,2]
[2930.6936,1]
[8672.194,3]
[11638.669,2]
[6846.1504,5]
[11727.776,2]
[22643.834,2]
[2614.4744,1]
[2451.7527,1]
[6781.27,5]
[4974.802,9]
[8591.6045,2]
[5592.1616,6]
[8009.4727,2]
[11318.09,2]
[58166.555,2]
[8025.2295,2]
[5780.182,8]
[4118.539,1]
[2523.07,1]
[6554.2163,3]
[7703.3975,2]
[5926.7295,5]
[2683.4707,1]
[2695.1824,1]
[6047.0254,4]
[13171.013,2]
[10656.882,2]
[2527.6538,1]
[2672.0957,1]
[5313.294,9]
[20946.193,2]
[8375.354,9]
[4801.6616,8]
[5745.9434,9]
[6066.116,7]
[8002.308,3]
[2393.9153,1]
[4762.818,3]
[4330.386,1]
[9402.7295,4]
[6966.6943,9]
[7694.0645,2]
[8717.562,3]
[5928.7485,9]
[2452.9773,1]
[6701.572,7]
[7556.24,8]
[8492.699,7]
[7713.494,2]
[24084.535,2]
[7290.07,3]
[4772.944,1]
[6806.491,9]
[2469.7812,1]
[3103.923,1]
[2981.8755,1]
[8902.737,9]
[5499.4473,7]
[15023.599,3]
[2509.108,1]
[31221.748,2]
[3133.5034,1]
[3837.452,1]
[11790.496,2]
[7838.0684,2]
[4305.808,1]
[5973.977,8]
[5670.4424,4]
[4731.7495,1]
[8026.38,2]
[4022.9636,1]
[9618.311,3]
[2274.7754,1]
[9552.927,2]
[10388.554,2]
[2470.1213,1]
[5619.0684,1]
[9047.119,6]
[6692.1436,1]
[3731.5046,1]
[3660.7703,1]
[7928.829,2]
[5011.7515,4]
[7988.2583,3]
[3885.4563,1]
[2659.338,1]
[8564.769,9]
[4885.1626,1]
[9753.307,3]
[2946.1538,1]
[2581.1108,1]
[3517.3857,1]
[9743.351,2]
[3873.647,1]
[7649.282,2]
[2287.597,1]
[4475.425,1]
[8714.922,4]
[2248.4497,1]
[7416.1973,2]
[7771.159,2]
[6968.342,2]
[4250.2827,7]
[19776.566,2]
[21343.467,2]
[2413.1396,1]
[15363.847,2]
[8456.962,2]
[2189.6426,1]
